정류장명,위도,경도
성원아파트경남아너스빌앞,37.6035667,127.0959
중랑구청사거리,37.60585,127.0951667
중랑구청사거리,37.60595,127.0954333
신내우체국.5단지두산대림아파트,37.6165,127.0896
구립도서관체육관,37.6154667,127.0877833
신내4단지아파트,37.6164667,127.0861833
지하철6호선화랑대역,37.6195667,127.0859167
지하철6호선화랑대역,37.6197833,127.08615
봉화산역2번출구,37.6168667,127.0928333
봉화산역3번출구,37.6164833,127.0928833
중랑경찰서후문,37.6195,127.10495
새우개마을,37.6182167,127.10335
신내능마을,37.6144667,127.1017167
신내능마을,37.6145833,127.1014
신내교회.신내데시앙아파트,37.6100833,127.1013167
신내교회.신내데시앙아파트,37.6105667,127.1009833
신내초등학교,37.60605,127.10075
신내새한아파트앞,37.6059667,127.1010833
능산지하차도,37.6011,127.10065
능산지하차도,37.6009333,127.1003333
상봉터미널,37.5965,127.0931
상봉터미널,37.5962833,127.09285
망우3동주민센터.혜원여중고후문,37.5922,127.0935167
망우3동주민센터.혜원여중고후문,37.5925,127.0932167
동원시장,37.5905,127.0936833
동원시장,37.5904333,127.0934167
면목본동파출소,37.5887,127.0941
면목본동파출소,37.5872167,127.0942833
망우동고개,37.6013167,127.1083
망우금호어울림아파트,37.60205,127.1080333
망우동금호어울림아파트,37.6024,127.10805
경남아파트,37.6038667,127.1071
서울특별시북부병원,37.6041167,127.1071167
양원역입구,37.6055833,127.1061667
양원역입구,37.6056667,127.1062667
양원리,37.60955,127.1066167
양원리,37.6096167,127.1065
동서울교회,37.6117167,127.1054667
동서울교회,37.61155,127.1055
중랑공영차고지.신내역,37.6136,127.1026167
먹골역,37.6089833,127.0778667
먹골역,37.6094,127.0781833
태릉고등학교.원묵초등학교,37.6179167,127.0872167
동부제일병원.망우리공원(중),37.6004667,127.1087833
동부제일병원.망우리공원(중),37.6004333,127.10765
금란교회(중),37.6003167,127.1032
금란교회,37.6005,127.1039333
우림시장.망우사거리(중),37.5992333,127.0979167
우림시장.망우사거리(중),37.5995333,127.09875
망우역.망우지구대,37.5988667,127.0956
망우역.망우지구대(중),37.59855,127.09485
신내데시앙아파트후문,37.6131167,127.09955
신내데시앙아파트후문,37.6130667,127.1002167
서울의료원후문,37.61375,127.0982
서울의료원후문,37.6138,127.0975667
중화중학교삼거리,37.5864833,127.0948
신내차량사업소입구,37.6126667,127.1020333
신내역1번출구,37.6124667,127.1033
중랑경찰서후문,37.6197167,127.1048167
새솔초등학교,37.61755,127.108
신내데시앙포레아파트220동앞,37.6155667,127.1126
신내데시앙포레아파트정문앞,37.6165667,127.1108667
당너머,37.613,127.1078
우디안아파트114동앞,37.6191833,127.1070167
늘푸른근린공원,37.5829167,127.0799
늘푸른근린공원,37.58315,127.0796
망우리역사문화공원,37.6015,127.1152333
망우리역사문화공원,37.6018167,127.1153
양원숲초등학교,37.6099833,127.10465
양원숲초등학교,37.6097167,127.1048833
능산사거리,37.6085333,127.10205
상봉터미널,37.5965,127.0918
상봉터미널,37.5966,127.0915
월곡뉴타운(중),37.6069333,127.0282
월곡뉴타운(중),37.606,127.0274
길음뉴타운(중),37.60365,127.02415
길음뉴타운(중),37.6032167,127.0236833
미아리고개.미아리예술극장(중),37.59885,127.0217
미아리고개.미아리예술극장(중),37.59795,127.0218167
돈암사거리.성신여대입구(중),37.5937667,127.0181333
돈암사거리.성신여대입구(중),37.5933333,127.0178333
삼선교.한성대학교(중),37.5898667,127.0092333
삼선교.한성대학교.조소앙활동터(중),37.58935,127.0083667
숭곡초교입구,37.6099833,127.0322333
창문여고,37.6118667,127.0359
동방고개,37.6138167,127.0383167
장위동그린빌아파트,37.6178833,127.0430667
북서울꿈의숲,37.6203833,127.0453167
장월초등학교,37.6234667,127.0486
국민대앞,37.61065,126.9941667
국민대학교앞,37.61075,126.9947667
청덕초등학교,37.6087667,126.9991333
청덕초교,37.6086167,127.0001167
북악중학교,37.6074667,127.00305
고려대사범대학부속고등학교,37.6078833,127.0023167
봉국사,37.6058167,127.0075833
봉국사,37.6061,127.0075833
정릉2동주민센터,37.6044,127.0115167
정릉2동주민센터,37.60495,127.0111667
숭덕초교,37.6033167,127.0146667
숭덕초교,37.6037333,127.0151
정릉길음시장,37.6022167,127.0190833
돈암동삼성아파트입구,37.6019,127.0245667
길음역,37.60205,127.0237
돈암1동주민센터,37.6038333,127.0265667
돈암1동주민센터,37.6046,127.0266667
종암사거리,37.6035833,127.0311
석계역굴다리앞,37.6143167,127.0657
석계역,37.6151167,127.0669833
성가복지병원,37.6059333,127.0311167
성가복지병원,37.6057833,127.0315667
종암사거리입구,37.6014667,127.0330333
종암사거리입구,37.6010667,127.0337833
종암동주민센터,37.5993167,127.03415
종암동주민센터,37.5988167,127.03465
숭례초교,37.5948667,127.0356667
숭례초등학교,37.59435,127.0361667
고대앞,37.5887,127.0349167
우신향병원,37.5851833,127.0316167
안암오거리,37.5826167,127.0289833
대광초교,37.5797333,127.0250333
미아초교,37.6115667,127.0220333
미아초교,37.6109167,127.02245
길음동동부아파트,37.6078667,127.0232833
길음동동부아파트,37.6078333,127.0235333
삼선동주민센터,37.59065,127.0143333
삼선동주민센터,37.5907167,127.0147
성북구청.성북경찰서,37.5882833,127.01725
성북구청.성북경찰서,37.5886333,127.0172167
보문역,37.5858833,127.0189167
보문역,37.5845167,127.0199833
보문동성당,37.5824333,127.0207833
보문동성당,37.5824333,127.0211
보문동주민센터,37.5808,127.0216333
보문동주민센터,37.5794667,127.0227167
길음뉴타운10단지.라온유아파트,37.6029667,127.0179333
수유3동우체국(중),37.64135,127.0291167
수유3동우체국(중),37.64085,127.0288167
수유역(중),37.6366667,127.0241333
수유역.강북구청(중),37.6375167,127.0252167
수유시장.성신여대미아캠퍼스앞(중),37.6309,127.02425
수유시장.성신여대미아캠퍼스앞(중),37.6305667,127.0245333
미아역.신일중고(중),37.6249,127.0266333
미아역.신일중고(중),37.6241333,127.0271167
도봉세무서.성북시장(중),37.61975,127.0287167
도봉세무서.성북시장(중),37.6188667,127.0292333
미아사거리역(중),37.6137833,127.0299167
미아사거리역(중),37.6129167,127.0302
삼양동사거리,37.6185,127.0211833
삼양동사거리,37.6185667,127.02145
송천초등학교.미아뉴타운입구,37.6154833,127.0221
송천초등학교.미아뉴타운입구,37.6142167,127.0223
오현초등학교,37.6234833,127.0480667
북서울꿈의숲,37.6190667,127.0441333
송중동한일유엔아이,37.61385,127.0379833
창문여고앞,37.6121167,127.03585
숭곡초등학교입구,37.6101,127.0320167
수유중학교혜화여고,37.63195,127.0136333
혜화여고,37.63165,127.0138167
서울정인학교,37.6292333,127.013
우광타운,37.6291833,127.0131
구세군강북종합사회복지관입구,37.6248,127.0123833
구세군강북종합사회복지관입구,37.6249167,127.0125167
솔샘중고등학교.팔팔·미송경로당,37.623,127.0132167
솔샘중고등학교.팔팔·미송경로당,37.6232833,127.0130167
동북프라자,37.6199,127.0182333
동북시장,37.6199833,127.0189
두산위브아파트입구,37.6200333,127.01635
두산위브아파트입구,37.6201833,127.0161833
삼각산동SK아파트.북한산시티미양초등학교,37.62015,127.0135667
삼양동벽산라이브파크.미양초등학교,37.6203,127.0128833
꿈의숲주차장입구,37.6208333,127.0452833
수유역.강북구청(중),37.6385167,127.0261
도봉산역(중),37.6890667,127.04545
도봉산역(중),37.68875,127.0457167
도봉한신아파트(중),37.6840333,127.04595
도봉한신아파트(중),37.68275,127.04595
서울북부지방법원.검찰청.도봉역성황당(중),37.6777333,127.0449167
서울북부지방법원.검찰청.도봉역성황당(중),37.67725,127.04495
신도봉사거리(중),37.6733333,127.04415
신도봉사거리(중),37.67285,127.0442167
도봉소방서.방학역남부(중),37.6661,127.0429167
도봉소방서.방학역남부(중),37.6656667,127.043
도봉보건소(중),37.6589,127.0407167
도봉보건소.북한산아이파크아파트(중),37.6583,127.04055
굽은다리역구민회관.강동홈플러스,37.54565,127.1431167
고현초등학교.고덕숲아이파크,37.5537,127.1650667
고현초등학교.고덕센트럴아이파크,37.5530333,127.1653
고덕숲.고덕센트럴아이파크,37.5514333,127.16515
고덕센트럴.고덕숲아이파크,37.551,127.1653667
강일리버파크6단지,37.5640833,127.1754333
고덕한양아파트,37.5491,127.1555167
강동농협,37.5484333,127.1358833
미사강변18단지.강일리버10단지,37.56,127.1817667
윤슬중학교.강솔초등학교,37.5619833,127.1813
미사강변17단지.강일리버7단지,37.56425,127.1801333
둔촌습지앞,37.52165,127.1455167
중앙보훈병원역2번출구,37.5296333,127.1487333
중앙보훈병원역3번출구,37.5290833,127.1488167
상일파출소.고덕아르테온,37.5553167,127.1657667
상일동산.롯데캐슬베네루체,37.5498667,127.1652167
상일근린공원,37.5474333,127.1670167
상일근린공원,37.5474667,127.1672167
상일동산.롯데캐슬베네루체,37.5497,127.1654833
천호역(중),37.5376667,127.1267833
천호역(중),37.5379167,127.1256167
강동리버스트6.7단지,37.5708,127.1719833
강동리버스트7.6단지,37.5704833,127.1721833
강동리버스트상가,37.5720167,127.17365
강동리버스트상가,37.5724333,127.1746833
강동리버스트8단지,37.5729167,127.1769167
강일역3번출구,37.55755,127.1766167
강일리버5단지.미사강변루나리움,37.5674833,127.1791667
강동리엔파크13.14단지,37.55145,127.1815333
강동리엔파크13.14단지,37.5513833,127.1814
강동리엔파크11단지,37.5534833,127.1799
강동리엔파크11단지,37.5535167,127.1796333
강동리엔파크9단지,37.556,127.1794167
강동리엔파크9단지,37.5560667,127.1797
강일역2번출구,37.5579167,127.17725
강일리버파크1단지정문,37.5681333,127.1728333
상도터널노량진동,37.51205,126.9537
상도터널상도동,37.5044667,126.9495333
상도터널상도동,37.5039,126.9495167
상도역,37.5016667,126.9486167
상도역,37.5012833,126.9495167
상도동중앙하이츠빌.상도전통시장,37.49885,126.9511833
상도동중앙하이츠빌.상도전통시장,37.4987333,126.9517667
숭실대입구역,37.4962167,126.95335
숭실대입구역,37.4965,126.9537333
봉현초등학교,37.4917833,126.9560667
봉천고개.관악현대아파트,37.4918833,126.9566
신대방삼거리,37.4978167,126.9278333
신대방삼거리,37.4981833,126.9282333
보라매병원입구,37.4947333,126.9271833
동작구청.노량진초등학교앞,37.5104167,126.9400333
동작구청.노량진초등학교앞,37.5106,126.9403333
장성교회,37.5084167,126.9399833
청화병원,37.5072833,126.9400833
중앙대학교,37.5078667,126.96135
중앙대학교,37.5084,126.9614167
7호선장승배기역.상도2치안센터,37.5042167,126.9391333
7호선장승배기역.상도2치안센터,37.5043833,126.9393167
상도2동아이파크.포스코더샵아파트,37.5015167,126.9408333
상도2동아이파크.포스코더샵아파트,37.50125,126.94135
신상도초등학교,37.4991333,126.9437167
신상도초등학교,37.4994167,126.9436667
상도4동약수맨션,37.4981,126.9436333
경향렉스빌.롯데캐슬비엔,37.4959667,126.9429167
경향렉스빌.롯데캐슬비엔,37.4960333,126.9427333
상도4동약수맨션,37.498,126.94335
동작구청정문,37.51235,126.9400167
방배노인종합복지관(중),37.4804667,126.98175
사당동우체국앞(중),37.4832667,126.9819
총신대입구역.남성사계시장입구앞(중),37.48825,126.9822333
경문고교.배나무골앞(중),37.49135,126.9825833
정금마을.방배경찰서(중),37.4940833,126.9826833
갯마을앞(중),37.4975,126.98335
동작실버센터입구,37.5131667,126.9564833
대방역1번출구앞,37.5131333,126.9276833
사당역9번출구앞,37.4775333,126.9814167
신림역2번출구,37.4833667,126.9299167
사당역10번출구,37.4785167,126.9814833
흑석역,37.5092,126.96235
구로디지털단지역(중),37.4841333,126.9025333
서울미술고.인헌중고,37.47655,126.9655
낙성대입구,37.4780333,126.9617667
행운동주민센터,37.4798833,126.957
서울대입구역5번출구,37.4816667,126.9510167
KT관악지점,37.4820333,126.9471333
봉천역.관악초등학교,37.4824667,126.9433167
KT&G관악지점,37.4845,126.9373
남부초등학교,37.4834333,126.9222667
호림박물관,37.48275,126.9185667
난곡입구,37.4822,126.9155333
관악구보훈회관.신림푸르지오,37.4814667,126.91135
천주교성령봉사회관.등불교회,37.48085,126.908
KT구로지사,37.4802667,126.9051167
난곡입구,37.4818333,126.9155667
남서울중학교.성보중고등학교,37.4827833,126.9208333
신림사거리.신림역,37.4838667,126.9280833
KT&G관악지점,37.4845333,126.93615
봉천역.관악초등학교,37.48205,126.94325
KT관악지점,37.4815167,126.9484667
봉천사거리,37.48035,126.9546
낙성대동,37.4791833,126.95755
낙성대입구,37.4778833,126.9609
인헌중고.서울미술고,37.47565,126.9666
예술인마을.사당초등학교,37.4759667,126.9740333
남서울농협남현동지점,37.4764167,126.9774167
서울대학교,37.4669333,126.9488167
서울여상.서울문영여중고앞,37.4730667,126.9532667
관악구청,37.47795,126.9524667
봉천사거리.봉천중앙시장,37.4829333,126.9542167
봉원중학교.행운동우성아파트,37.48495,126.9559167
관악푸르지오아파트,37.48775,126.9581667
성현동동아아파트,37.48845,126.9577333
봉원중학교.행운동우성아파트,37.4848,126.9552
관악구청,37.4793333,126.9522
관악경찰서.관악소방서,37.4752833,126.9525667
서울여상.서울문영여중고앞,37.4730333,126.9529167
신림중.삼성고.관악아트홀·도서관,37.47025,126.9445333
서울산업정보학교.삼성교,37.4709833,126.9411333
신성초등학교,37.4710667,126.9375
서울대벤처타운역1번출구,37.4732333,126.9337
쑥고개입구,37.4762333,126.9375
서원역1번출구,37.4787,126.9323833
신림동별빛거리입구,37.4860333,126.9295667
당곡역.보라매공원.보라매병원,37.4905333,126.92755
당곡역2번출구.롯데백화점관악점,37.4901833,126.9274333
신림동별빛거리입구,37.4864167,126.9291333
신림사거리,37.4826167,126.9297167
서원역,37.4777333,126.9329833
서림동주민센터.신화단지,37.4755667,126.9363833
서울대벤처타운역.삼성동시장,37.4727333,126.933
대학동고시촌입구,37.4705167,126.93815
서울산업정보학교.삼성교,37.4706167,126.9420333
관악산입구.관악아트홀·중앙도서관,37.4677667,126.9468333
사당역4번출구,37.47535,126.9814
남현동홈플러스앞,37.4723833,126.98255
남태령역,37.4655833,126.9878833
낙성대입구,37.4783333,126.9579833
삼성동주민센터,37.4699167,126.93295
미림고개,37.4684667,126.9321833
미림여고.미림여자정보과학고,37.4655667,126.9313333
신우초등학교,37.4624667,126.9317
삼성산성지,37.4588,126.9298833
산장아파트,37.4601,126.9276667
삼성산주공아파트,37.4612333,126.9253833
산복터널.관악산휴먼시아2단지,37.4585,126.9218667
산복터널.관악산휴먼시아2단지,37.4587,126.92235
삼성산주공아파트,37.46115,126.9250833
산장아파트,37.4597,126.9275167
삼성산성지,37.45865,126.9300833
신우초등학교,37.46245,126.93195
미림여고.미림여자정보과학고,37.46515,126.9316167
미림고개.고시촌입구,37.4678333,126.9321
서울대벤처타운역,37.4709667,126.9338
쑥고개,37.4783167,126.9400167
e편한세상서울대입구아파트,37.4795167,126.9432333
영락고교.영락의료과학고,37.4792667,126.9456167
생모리츠타운,37.47905,126.94785
관악구청,37.4787333,126.9508167
은천교,37.4862667,126.9358167
봉일시장,37.4861333,126.93855
은천초등학교,37.4860833,126.9424833
두산.벽산아파트.서울관광고등학교,37.4868333,126.94525
벽산.두산아파트.서울관광고등학교,37.487,126.9451667
은천초등학교,37.48625,126.9422333
봉일시장,37.4863,126.9389833
은천교,37.48645,126.9357167
신림청소년독서실.신림체육센터,37.4809667,126.9147833
난곡우체국사거리,37.4771,126.91565
신일교회앞,37.4753833,126.9168333
세이브마트앞,37.4738333,126.9181333
남강중고등학교입구,37.4723,126.9195167
우림시장.난곡보건분소,37.47045,126.9200333
난우중학교입구,37.46675,126.9205333
신림복지관앞,37.4652,126.9197333
신림복지관앞,37.4653667,126.9195833
난우중학교입구,37.46745,126.9204333
우림시장.난곡보건분소,37.4707167,126.9197667
남강중고등학교입구,37.4727667,126.9189
세이브마트앞,37.47405,126.9172167
신일교회앞,37.4754333,126.9165333
난곡우체국사거리,37.4770333,126.91545
신림청소년독서실.신림체육센터,37.4803667,126.9147
신대방역,37.4867,126.91275
롯데관악점,37.4897333,126.9250833
당곡역,37.4893667,126.9271
당곡중학교,37.4880167,126.9304833
당곡중학교,37.4878667,126.9320333
구로디지털단지역,37.4837667,126.9028667
서울대입구역,37.4800833,126.9527167
구암초등학교,37.4892333,126.9461167
은천동벽산블루밍아파트105동,37.4894167,126.9458667
현대시장,37.4877167,126.9465833
현대시장,37.4873167,126.9466167
관악우체국.에이치플러스양지병원,37.4848333,126.9331667
관악우체국.에이치플러스양지병원,37.4844667,126.9331667
보라매삼성아파트.모자원고개,37.49455,126.9274
조원동기점,37.4835167,126.9058333
관악산휴먼시아.신림푸르지오2차,37.4604667,126.9192667
관악산휴먼시아아파트1단지입구,37.46095,126.922
관악산휴먼시아아파트1단지입구,37.4611333,126.9219333
난향동주민센터,37.46105,126.9192
서울대입구역,37.4805,126.9524
신림사거리.신원시장,37.48375,126.9273
신림사거리.신림역,37.4842333,126.92825
신사시장.선한이웃교회,37.4845667,126.91405
신사시장.평화교회,37.4844,126.9139
신대방역,37.4866167,126.9134667
호림박물관,37.4824167,126.9186333
조원아파트,37.4840833,126.9078667
신림빗물펌프장,37.48505,126.9086333
봉천사거리.위버폴리스,37.4828167,126.9535333
서원동승리교앞,37.4816833,126.9298167
서울난향초등학교.난향동주민센터,37.4627833,126.9189167
서울대학교.치과병원.동물병원,37.46925,126.9519833
서울대학교.치과병원.동물병원,37.46995,126.9519167
서울대학교,37.4676667,126.9495833
남태령역(중),37.4658833,126.9880667
사당자동차학원(중),37.4713167,126.9833
구로디지털단지역(중),37.4841167,126.9025833
사당역4번출구A,37.4749833,126.9814833
사당역4번출구B,37.4747,126.98155
난곡사거리,37.4829167,126.9143667
난곡사거리,37.4828667,126.9142167
교육개발원입구(중),37.4784667,127.0385167
교육개발원입구(중),37.4778,127.0387
양재역.서초문화예술회관(중),37.4825667,127.0358833
양재역.서초문화예술회관(중),37.48205,127.0366667
뱅뱅사거리(중),37.4876833,127.0324667
뱅뱅사거리(중),37.4867167,127.0330333
래미안아파트.파이낸셜뉴스(중),37.4916667,127.0305333
래미안아파트.파이낸셜뉴스(중),37.4912167,127.0308667
신분당선강남역(중),37.4957833,127.0285667
신분당선강남역(중),37.49505,127.02905
지하철2호선강남역(중),37.5017,127.0257167
지하철2호선강남역(중),37.5008833,127.0262333
논현역(중),37.50715,127.02315
논현역(중),37.5064,127.0236333
신사역.푸른저축은행(중),37.5139,127.0201167
신사역(중),37.5130167,127.0205333
반포역(중),37.5083833,127.0121167
반포역(중),37.50795,127.0110333
고속터미널(중),37.5063333,127.0052667
고속터미널(중),37.5057833,127.0037833
신반포역(중),37.50345,126.9958167
신반포역(중),37.5029833,126.99445
구반포역(중),37.5019833,126.9900167
구반포역.심산문화센터(중),37.5016833,126.9889
교대역13번출구,37.4919333,127.0142
서울교대사거리,37.4873667,127.0150333
지하철2호선교대역2,37.4939333,127.0151833
서초동유원아파트,37.4955,127.0202667
남부터미널,37.4834,127.0174833
서울시인재개발원입구,37.4831,127.02215
서울시인재개발원.한우리문화센터,37.48265,127.0216333
서일초등학교,37.48655,127.0213167
서일초등학교,37.4861667,127.0210667
롯데칠성,37.4966833,127.0239667
래미안에스티지,37.4930333,127.02595
서초청소년도서관,37.4926333,127.0289667
뱅뱅사거리,37.4890167,127.0294
뱅뱅사거리,37.4888667,127.0298833
서초그랑자이아파트,37.4881333,127.0265833
서초그랑자이아파트,37.4876833,127.0260333
서초구청,37.4842833,127.0309333
서초구청,37.4839,127.0309
서초문화예술정보학교,37.4880667,127.0320167
법조단지,37.4965167,127.0128167
교대역10번출구,37.49365,127.0129833
서초역.서울중앙지법등기국,37.4932167,127.00725
서초역1번출구,37.4919667,127.0086833
서울중앙지방검찰청,37.4947333,127.0065
서울중앙지방검찰청대검찰청,37.4943833,127.0061167
서초아트자이아파트,37.4858333,127.01085
서초동삼성아파트,37.4886833,127.0094
서초동예술의전당,37.4817667,127.0127833
서초중학교,37.4836667,127.0084667
서초중학교,37.4834167,127.0087833
서울고등학교,37.4829667,127.00495
서울고등학교,37.4827833,127.0055333
서초동예술의전당,37.47935,127.0108833
서초동예술의전당,37.4797333,127.0108
남부터미널.기쁨병원,37.4819833,127.0168833
남부터미널.기쁨병원,37.4817667,127.0173833
남부터미널.한일시멘트,37.4847833,127.0143
남부터미널,37.4846833,127.01545
서울교대사거리,37.4874333,127.0146667
교대역14번출구,37.4918833,127.01375
KCC사옥,37.5030167,127.0202167
서초푸르지오써밋,37.5012,127.0220667
서초푸르지오써밋.롯데캐슬클래식,37.5015167,127.0221667
진흥아파트,37.4976167,127.0237833
강남역.강남역사거리,37.4978,127.0265333
서초동진흥아파트,37.4966167,127.0227667
서초동유원아파트,37.4956833,127.0196
지하철2호선교대역4출구,37.4945167,127.0158333
법조단지,37.4963167,127.0132
신논현역.구교보타워사거리,37.5033667,127.0247
강남역,37.5001,127.02625
잠원한신아파트,37.51655,127.0100833
래미안신반포리오센트아파트,37.5196,127.0138
신반포18차아파트,37.5201833,127.0143167
논현역7번출구,37.51065,127.01935
논현역6번출구,37.5104667,127.0196667
반포동,37.506,127.0234833
신논현역1번출구,37.5042167,127.0230667
제일약품사옥,37.5034333,127.0203833
사평역,37.5043,127.0154167
사평역,37.5036,127.0161333
디에이치반포라클라스,37.49995,127.0124167
삼호가든사거리.반포도서관,37.5028333,127.0115667
잠원한신아파트,37.51685,127.00995
잠원성당.아크로리버뷰아파트,37.5137833,127.0068167
잠원성당,37.5135,127.0069667
뉴코아아울렛,37.50925,127.0077667
신반포자이아파트,37.5095167,127.008
서울지방조달청.서울성모병원,37.49975,127.0037833
서울지방조달청.서울성모병원,37.5008167,127.0040667
서울성모병원,37.5027667,127.0056333
서초구민체육센터.심산문화센터,37.498,126.9910833
반포미도아파트앞,37.50175,127.0115833
이수교,37.4966667,126.9833167
방배동신동아아파트,37.4823333,127.0016667
방배역.방배서리풀이편한세상,37.48345,126.9965167
사당역,37.4788167,126.9819833
사당역3번출구,37.4755,126.9819333
경남임광아파트,37.47705,127.0007167
방배그랑자이아파트,37.4770833,127.0003
서울지방법무사회,37.4803667,126.9985167
현대멤피스2차아파트,37.47985,126.9984333
신동아아파트앞,37.4820833,127.00195
방배동래미안아트힐.국립국악원,37.47735,127.0060667
방배그랑자이아파트,37.4748667,127.0008833
성뒤마을.교육연수원,37.4737833,126.9946833
대항병원.연세사랑병원,37.4756833,126.9871
대항병원.연세사랑병원,37.4754667,126.98665
방배동래미안타워.동덕여중고,37.4743333,126.99065
성뒤마을.교육연수원,37.4733833,126.9970667
방배그랑자이아파트,37.4748333,127.00165
방배동래미안아트힐.국립국악원,37.4772167,127.0066167
양재역.양재1동민원분소,37.4848167,127.0373
현대빌라.에코맘코리아,37.4761833,127.0356333
현대빌라.에코맘코리아,37.47635,127.0361667
우성아파트.양재초등학교,37.4746,127.0319333
우성아파트.양재초등학교,37.4747833,127.0330667
우면코오롱아파트,37.4721167,127.0281167
우면주공아파트.우면한라아파트,37.47075,127.0256833
우면주공아파트.양재1동주민센터,37.4706667,127.0258667
서울시품질시험소.한국교원단체총연합회,37.46745,127.0280167
서울시품질시험소.한국교원단체총연합회,37.4675167,127.0283333
네이처힐3.4단지,37.4653833,127.0262
송동마을.서초힐스아파트,37.4590667,127.0179
송동마을.서초힐스아파트,37.4585833,127.0178167
식유촌우면성당.서초호반써밋,37.4576,127.01345
식유촌우면성당.서초호반써밋,37.4573,127.0142833
양재역,37.48335,127.03485
양재역,37.4835333,127.0353833
일동제약사거리,37.4790833,127.0381167
일동제약사거리,37.4796333,127.0385833
양재2동주민센터.양재꽃시장,37.4695167,127.0395167
매헌시민의숲,37.47295,127.03835
언남고교,37.4733167,127.0389167
매헌시민의숲.양재꽃시장,37.4708,127.0383833
매헌시민의숲.양재꽃시장,37.47135,127.0389667
AT센터.양재꽃시장,37.4686667,127.0394667
양곡도매시장,37.4605167,127.03515
양곡도매시장,37.4599667,127.0353167
하나로마트.코트라,37.4638833,127.0444333
코트라,37.4646833,127.04455
꽃마을,37.4606167,127.0463333
꽃마을,37.4604833,127.0465667
개나리골입구,37.4575,127.0476167
개나리골입구,37.45705,127.0482833
새원마을,37.4543333,127.0507
새원마을,37.4545333,127.0507833
본마을,37.4533167,127.0512167
본마을,37.4533667,127.0513833
청계산.원터골,37.4444333,127.0577
청계산.원터골,37.4449,127.0576833
관현사입구,37.4373333,127.0632333
관현사입구,37.43685,127.0638833
새쟁이마을,37.4344167,127.0662167
새쟁이마을,37.4348,127.06605
옛골,37.4307167,127.0707
서울특별시어린이병원.강동송파과학화예비군훈련장,37.4567333,127.0706
서울특별시어린이병원.강동송파과학화예비군훈련장,37.4576333,127.0718
헌인릉.강남서초과학화예비군훈련장,37.4596667,127.0797
헌인릉.강남서초과학화예비군훈련장,37.4611167,127.0826333
헌인농장,37.4615,127.08475
헌인마을.서울농업기술센터,37.4636667,127.09145
헌인마을.서울농업기술센터,37.4632667,127.0892833
방배동래미안타워.동덕여중고,37.4747167,126.9906167
강남역하나은행,37.4968833,127.02775
국제전자센터,37.4851667,127.0178167
국제전자센터,37.48545,127.01775
동작대교전망카페,37.5060667,126.9802667
동작대교전망카페,37.5061167,126.98095
서초아트자이아파트,37.4852,127.0111333
정금마을(중),37.4933167,126.9827833
경문고등학교(중),37.4905167,126.9826833
총신대입구역.남성사계시장입구앞(중),37.4876,126.9823333
이수역(중),37.4825167,126.9820333
강남역서초현대타워앞,37.4965667,127.02795
래미안아파트.파이낸셜뉴스,37.4924,127.0299667
강남역나라빌딩앞,37.4958667,127.0282833
교대역,37.4940833,127.01565
강남역도시에빛,37.4948167,127.0288
반포한강공원.세빛섬,37.51085,126.9985167
반포한강공원.세빛섬,37.5121,126.9974333
신논현역.씨티은행,37.50275,127.0249833
신논현역.인터파크,37.5022167,127.02525
신논현역.우신빌딩,37.5020667,127.0253167
신논현역.주류성빌딩,37.50115,127.0257667
신논현역.BSX빌딩,37.5013,127.0257
신논현역.금강빌딩,37.5017833,127.0254667
신논현역.유화빌딩,37.50165,127.0255167
네이처힐5단지,37.4633167,127.02395
KT삼거리,37.47265,127.0297
KT연구개발센터정문,37.4705167,127.0301
형촌마을입구,37.4625,127.0225333
성촌마을입구,37.46475,127.0252167
청계산입구역,37.4495167,127.0536333
청계산입구역,37.44845,127.0544
양재역엘타워빌딩,37.4826,127.0356333
양재역9번출구,37.4827,127.0355333
양재역커피빈앞,37.4828833,127.0353333
양재역신한은행앞,37.48295,127.03525
강남역티월드,37.4947,127.0288667
강남역우리은행,37.49575,127.02835
서초포레스타7단지,37.4473833,127.0558167
LH서초아파트,37.4600167,127.0256333
서초호반써밋,37.4576167,127.0146333
kt연구소,37.4717667,127.0309333
서초힐스아파트,37.4578333,127.0168167
반포종합운동장,37.5004833,126.99665
KT연구개발센터,37.4704167,127.0303
네이처힐.LH서초아파트,37.4604167,127.0241167
사당역(중),37.4747167,126.9817333
사당역(중),37.4743,126.9820167
사당역14번출구,37.4765333,126.9834333
내방역1번출구,37.48785,126.9948
옛골,37.4306,127.07075
염곡마을.서초50플러스센터(중),37.4616333,127.0492333
염곡마을.서초50플러스센터(중),37.46135,127.0501833
탑성마을.서초포레스타입구(중),37.4575333,127.05875
탑성마을.서초포레스타입구(중),37.45765,127.0588167
안골마을.서울언남초등학교(중),37.4555167,127.0635167
안골마을.서울언남초등학교(중),37.4556,127.0636333
샘마을.서울특별시어린이병원(중),37.4566667,127.0696833
샘마을.서울특별시어린이병원(중),37.4569833,127.07025
서울고속터미널(경부내부),37.5056333,127.0072667
서울고속터미널(경부내부),37.5057,127.0075833
서울남부터미널,37.4842833,127.0159
서울남부터미널,37.4841833,127.0156333
센트럴시티,37.5046333,127.0046667
센트럴시티,37.5046333,127.0051167
하이브랜드,37.4621833,127.03685
매헌시민의숲,37.4730167,127.0389
잔디마을,37.4635833,127.03525
더케이호텔후문,37.4653833,127.0343333
