address,park,hospital,subway,bus,parking,element,middle,high,hospitalcount,homeKind
서울특별시 강북구 노해로35가길 37,0.7734247469800849,0.5539280958721704,0.760720064724919,0.3660508083140877,0.7421236872812136,0.7457364341085271,0.6999360204734485,0.8346703871642832,0.7517287906898297,다세대주택
서울특별시 강북구 노해로35길 105-8,0.762650995755795,0.5992010652463382,0.7536407766990291,0.3556581986143187,0.7359004278490859,0.7186046511627907,0.7024952015355086,0.8360655737704918,0.7554393658289762,다세대주택
서울특별시 강북구 노해로35길 19-12,0.7799542931766242,0.8455392809587217,0.8149271844660194,0.548498845265589,0.8584208479190977,0.8798449612403101,0.8349328214971209,0.7310777816532961,0.7340192275257211,다세대주택
서울특별시 강북구 노해로35길 31,0.791380999020568,0.8828229027962716,0.8183656957928802,0.5427251732101617,0.8483080513418904,0.9062015503875968,0.8208573256557902,0.7370073247296827,0.73503120256367,다세대주택
서울특별시 강북구 노해로35길 33,0.7887691805419523,0.8561917443408789,0.8139158576051779,0.5300230946882217,0.8444185141968106,0.9015503875968992,0.8125399872040947,0.742588071154517,0.7355371900826446,
서울특별시 강북구 노해로35길 35,0.7887691805419523,0.8455392809587217,0.8120954692556634,0.5236720554272518,0.8413068844807468,0.9007751937984496,0.8067818298144593,0.7460760376700384,0.7358745150952943,
서울특별시 강북구 노해로7가길 24-5,0.6656872347371858,0.7230359520639147,0.9334546925566344,0.8233256351039261,0.7592376507195644,0.5875968992248062,0.398592450415867,0.6836414370422044,0.7235621521335807,
서울특별시 강북구 노해로9가길 31,0.5710088148873653,0.8029294274300932,0.8841019417475728,0.6668591224018476,0.851808634772462,0.7364341085271318,0.472168905950096,0.6445762120683642,0.7405970652723899,다세대주택
서울특별시 강북구 덕릉로 111,0.8387202089454783,0.829560585885486,0.9557038834951456,0.979214780600462,0.8440295604823026,0.4837209302325581,0.5534229046705055,0.7181723055458668,0.6866250632484399,
서울특별시 강북구 덕릉로 19-11,0.5589291544237676,0.9121171770972036,0.8379854368932038,0.7990762124711317,0.7133411124076234,0.6511627906976745,0.6404350607805502,0.8521102197418905,0.7373924776522179,다세대주택
서울특별시 강북구 덕릉로 19-17,0.5625204048318642,0.8735019973368842,0.8428398058252426,0.7811778290993072,0.7148969272656553,0.6682170542635659,0.6225207933461292,0.8416463201953261,0.736211840107944,다세대주택
서울특별시 강북구 덕릉로 193-9,0.8667972575905974,0.8455392809587217,0.8276699029126213,0.588337182448037,0.6444963049397121,0.8666666666666667,0.9564939219449776,0.6257411928845483,0.6731320627424524,다가구주택
서울특별시 강북구 덕릉로30길 49,0.8556970290564806,0.7989347536617842,0.8984627831715211,0.8747113163972287,0.9190976273823416,0.6007751937984496,0.6666666666666667,0.8168817579351239,0.6859504132231405,다세대주택
서울특별시 강북구 덕릉로3길 8,0.5272608553705518,0.8894806924101198,0.8161407766990292,0.8429561200923787,0.6888370283936212,0.7217054263565892,0.7063339731285989,0.8793163585629578,0.7426210153482882,다세대주택
서울특별시 강북구 덕릉로40길 55,0.971269996735227,0.8668442077230359,0.8545711974110033,0.6558891454965359,0.6880591209646052,0.7162790697674419,0.8010236724248241,0.7377049180327869,0.6645302749198854,다세대주택
서울특별시 강북구 덕릉로40나길 42-4,0.9578844270323212,0.9201065246338216,0.8521440129449838,0.6414549653579678,0.6736678335278101,0.7449612403100776,0.8278950735764555,0.7227066620160447,0.6641929499072357,
서울특별시 강북구 덕릉로41길 87-10,0.8063989552726085,0.8628495339547271,0.9512540453074434,0.911662817551963,0.7261765849863866,0.6232558139534884,0.6557901471529111,0.6222532263690268,0.6926969134761343,다세대주택
서울특별시 강북구 덕릉로51가길 32,0.8321906627489389,0.711051930758988,0.8448624595469255,0.6847575057736721,0.6616102683780629,0.9449612403100776,0.9424184261036468,0.5901639344262295,0.6786979254511722,다세대주택
서울특별시 강북구 덕릉로51길 61-11,0.8034606594841659,0.6258322237017311,0.8485032362459547,0.7338337182448037,0.6717230649552703,0.8829457364341086,0.8758797184900832,0.562260202302058,0.6812278630460449,다세대주택
서울특별시 강북구 덕릉로5길 7,0.5308521057786484,0.9027962716378164,0.8185679611650485,0.8394919168591224,0.690003889537145,0.7131782945736433,0.6992962252079336,0.877223578653645,0.7407657277787147,다세대주택
서울특별시 강북구 덕릉로7길 16,0.5439111981717271,0.9014647137150466,0.8300970873786407,0.8065819861431871,0.7067288992609879,0.6643410852713179,0.6602687140115163,0.8569933728636205,0.7409343902850396,다가구주택
서울특별시 강북구 덕릉로7길 20,0.5422788116225923,0.8761651131824234,0.8307038834951457,0.7967667436489607,0.7141190198366394,0.6782945736434108,0.6557901471529111,0.851063829787234,0.7404284027660651,다세대주택
서울특별시 강북구 덕릉로8길 21,0.5484818805093046,0.8202396804260985,0.8133090614886731,0.901270207852194,0.7160637884091793,0.7333333333333334,0.7261676263595649,0.915940006975933,0.7331759149940968,다세대주택
서울특별시 강북구 덕릉로9길 4,0.5579497224942866,0.9693741677762984,0.8333333333333333,0.8227482678983834,0.7168416958381952,0.6643410852713179,0.6609085092770314,0.8667596791070806,0.7382357901838421,다세대주택
서울특별시 강북구 도봉로101길 5-5,0.6663401893568397,0.9720372836218376,0.8598300970873787,0.9053117782909932,0.8315830416180474,0.4891472868217054,0.7037747920665387,0.5856295779560516,0.69185360094451,다세대주택
서울특별시 강북구 도봉로101길 53-3,0.6918054195233432,0.6897470039946738,0.8578074433656958,0.8204387990762125,0.914041229093738,0.5542635658914729,0.8560460652591171,0.6191140565050576,0.701636026311351,다가구주택
서울특별시 강북구 도봉로101길 53-4,0.6960496245510936,0.6830892143808256,0.8572006472491909,0.8112009237875288,0.9187086736678336,0.5682170542635658,0.8669225847728727,0.6212068364143705,0.7021420138303256,다가구주택
서울특별시 강북구 도봉로29길 25-1,0.6111655239960823,0.8029294274300932,0.8691343042071198,0.907621247113164,0.8506417736289382,0.6418604651162791,0.8406909788867563,0.9114056505057552,0.6471580367684264,다세대주택
서울특별시 강북구 도봉로29길 38,0.5876591576885406,0.7443408788282291,0.8701456310679612,0.8666281755196306,0.852975495915986,0.6085271317829457,0.8886756238003839,0.937565399372166,0.6532298869961208,
서울특별시 강북구 도봉로29길 83-28,0.505713352921972,0.7576564580559254,0.848705501618123,0.8816397228637414,0.8556981719175418,0.57984496124031,0.9564939219449776,0.9745378444366934,0.6692528250969809,다세대주택
서울특별시 강북구 도봉로33길 37,0.5873326803787137,0.7749667110519307,0.8855177993527508,0.8389145496535797,0.8809801633605601,0.6418604651162791,0.891874600127959,0.9393093826299268,0.6503626243885985,다세대주택
서울특별시 강북구 도봉로34길 43-34,0.7260855370551746,0.7709720372836218,0.8976537216828478,0.8204387990762125,0.9599377674056788,0.9077519379844962,0.6397952655150352,0.8015347052668295,0.634508348794063,다가구주택
서울특별시 강북구 도봉로61길 5,0.77179236043095,0.8948069241011984,0.9498381877022654,0.8845265588914549,0.8537534033450019,0.6255813953488372,0.7971849008317339,0.8883850715033136,0.6856130882104908,다세대주택
